Type_of_Coarse_Aggregate,Type_of_Fine_Aggregate,Max_Size_of_Coarse_Aggregate(mm),Passing_0.6_mm_sieve(%),Target_Mean_Strength(MPa),Cement_O.P.C.(kg/m3),W/C_Ratio,Water_Content(kg/m3),Total_Aggregate(kg/m3),Fine_Aggregate(kg/m3),Coarse_Aggregate(kg/m3),Workability_Slump(mm),Hardened_Concrete_Density_(avg.),7_day_str(MPa),28_day_str(MPa),Admix_1,Admix_2,Dos_1(lit),Dos_2(lit),,
Natural,Natural,40,56.9,43,400,0.46,180,1800,650,1150,165,2383,33,41.6,NA,NA,0,0,,
Natural,Natural,40,56.9,43,365,0.45,165,1870,675,1195,200,2405,36.2,0,EU,NA,1,0,,
Natural,Natural,40,56.9,43,365,0.45,165,1870,675,1195,150,2401.5,35.8,0,EU,NA,1,0,,
Natural,Natural,40,56.9,43,365,0.45,165,1870,675,1195,165,2388,33,0,EU,NA,1,0,,
Crushed,Natural,20,56.4,43,375,0.48,180,1895,740,1155,180,2464,33.2,0,SP,NA,1,0,,
Crushed,Natural,20,56.4,43,375,0.48,180,1895,740,1155,180,2464,33.2,41.6,SP,NA,1,0,,
Natural,Natural,20,56.4,43,375,0.48,180,1845,685,1160,160,2453,32.2,0,SP,NA,0.75,0,,
Natural,Natural,20,56.4,43,375,0.48,180,1845,685,1160,160,2454,32.2,40.6,SP,NA,0.75,0,,
Natural,Natural,20,56.3,43,400,0.54,215,1785,590,1195,110,2402,26.3,36.9,NA,NA,0,0,,
Natural,Natural,20,56.3,43,400,0.54,215,1785,590,1195,110,2403,26.3,0,NA,NA,0,0,,
Crushed,Natural,20,56.1,43,410,0.46,190,1850,705,1145,200,2448,36.9,0,RE,NA,1,0,,
Natural,Natural,20,56,43,380,0.46,175,1825,675,1150,120,2385,28.8,35.6,NA,NA,0,0,,
Natural,Natural,20,56,43,360,0.46,165,1855,685,1170,150,2384,36.8,42.8,EU,NA,0,0,,
Crushed,Natural,20,56,43,375,0.47,175,1910,725,1184,165,2435,26.8,34,RE,NA,1,0,,
Crushed,Natural,20,56,43,375,0.47,175,1910,725,1184,165,2441,34,41.3,RE,NA,1,0,,
Crushed,Natural,20,56,43,375,0.51,190,1885,695,1190,110,2384,28.1,0,NA,NA,0,0,,
Crushed,Natural,20,56,43,375,0.51,190,1885,695,1190,110,2454,28.1,39,NA,NA,0,0,,
Natural,Natural,40,55.9,43,370,0.46,170,1860,630,1230,120,2404,29.6,38.4,EU,NA,0.75,0,,
Natural,Natural,40,55.9,43,370,0.46,170,1860,630,1230,120,2405,29.6,0,EU,NA,0.75,0,,
Natural,Natural,40,55.7,43,375,0.48,180,1845,665,1180,120,2405,29.1,38.3,NA,NA,0,0,,
Natural,Natural,40,55.7,43,375,0.48,180,1845,665,1180,120,2405,29.1,0,NA,NA,0,0,,
Natural,Natural,40,55.6,43,350,0.46,160,1890,625,1265,100,2405,34.9,0,EU,NA,1,0,,
Crushed,Natural,20,55,43,400,0.45,180,1870,840,1030,185,2453,33.9,39.9,SP,NA,1,0,,
Natural,Natural,20,55,43,340,0.47,160,1900,760,1140,200,2395,37.3,0,SP,NA,1.45,0,,
Natural,Natural,20,55,43,340,0.47,160,1900,760,1140,200,2401.5,37.3,43.3,SP,NA,1,0,,
Natural,Natural,20,55,43,340,0.47,160,1900,760,1140,195,2403,25.9,37.5,CO,SP,0.56,0.98,,
Natural,Natural,20,55,43,340,0.47,160,1900,760,1140,195,2402,25.9,0,CO,SP,0.56,0.98,,
Crushed,Natural,20,54.9,43,375,0.51,190,1875,695,1180,130,2440.67,38.1,0,SI,SP,0.4,0.9,,
Crushed,Natural,20,54.9,43,375,0.51,190,1875,695,1180,130,2444,38.1,51.2,SI,SP,0.4,0.9,,
Natural,Natural,20,54.8,43,375,0.43,160,1865,750,1115,100,2444,34.9,0,NA,NA,0,0,,
Natural,Natural,20,54.8,43,375,0.43,160,1865,750,1115,100,2453,34.9,43.3,SP,NA,1,0,,
Natural,Natural,40,54.7,43,375,0.47,180,1830,695,1135,170,2388,36.1,0,G,PL,1.4,1.88,,
Crushed,Natural,20,54.1,43,375,0.51,190,1885,715,1175,150,2458,22.2,0,SP,NA,1,0,,
Crushed,Natural,20,54.1,43,375,0.51,190,1885,715,1175,150,2456,22.2,28.7,SP,NA,1,0,,
Crushed,Natural,20,54.1,43,375,0.51,190,1885,680,1205,150,2454,34.9,0,NA,NA,0,0,,
Crushed,Natural,20,54.1,43,375,0.51,190,1885,680,1205,150,2455,34.9,42.5,NA,NA,0,0,,
Natural,Natural,40,54,43,375,0.48,180,1845,630,1215,120,2404,20.8,0,NA,NA,0,0,,
Natural,Natural,40,54,43,375,0.48,180,1845,630,1215,120,2405,20.8,25.3,NA,NA,0,0,,
Crushed,Natural,40,53.9,43,400,0.5,200,1820,585,1235,125,2425.67,29.2,0,NA,NA,0,0,,
Crushed,Natural,40,53.9,43,400,0.5,200,1820,585,1235,125,2426,29.2,37.9,NA,NA,0,0,,
Crushed,Natural,20,53.5,43,375,0.48,180,1895,760,1135,150,2454.5,29.8,0,JY,NA,1.25,0,,
Crushed,Natural,20,53.5,43,375,0.48,180,1895,760,1135,150,2455,29.8,39.3,JY,NA,1.25,0,,
Crushed,Natural,20,53.2,43,375,0.51,190,1875,750,1125,95,2444,36.3,0,SI,NA,1.25,0,,
Crushed,Natural,20,53.2,43,375,0.51,190,1875,750,1125,95,2444,36.3,46.3,SI,NA,1.25,0,,
Natural,Natural,40,53.2,43,375,0.46,165,1845,700,1145,100,2399,29,0,SP,NA,1,0,,
Natural,Natural,40,53.2,43,375,0.44,165,1845,700,1145,100,2404,27.7,0,SP,NA,1,0,,
Natural,Natural,40,53.2,43,375,0.46,165,1845,700,1145,100,2402,29,32.9,SP,NA,1,0,,
Natural,Natural,40,53.2,43,375,0.44,165,1845,700,1145,100,2402,27.7,28.4,SP,NA,1,0,,
Crushed,Natural,20,52.7,43,370,0.52,190,1880,695,1185,170,2442,25.9,0,RE,NA,1,0,,
Crushed,Natural,20,52.7,43,370,0.52,190,1880,695,1185,170,2443,25.9,35.7,RE,NA,1,0,,
Natural,Natural,20,52.5,38,375,0.48,180,1845,700,1145,100,2405,21.9,0,NA,NA,0,0,,
Natural,Natural,20,52.5,38,375,0.48,180,1845,700,1145,100,2405,21.9,31.2,NA,NA,0,0,,
Natural,Natural,40,52.5,38,375,0.48,180,1845,700,1145,100,2405,21.9,0,NA,NA,0,0,,
Natural,Natural,20,52.2,43,375,0.48,180,1825,675,1150,200,2386,37.2,34.6,CO,NA,0.7,0,,
Natural,Natural,40,52.2,43,350,0.46,160,1890,625,1265,120,2405,32.4,0,SU,NA,1,0,,
Natural,Natural,40,52.2,43,350,0.46,160,1890,625,1265,120,2406,32.4,39.8,SU,NA,1,0,,
Natural,Natural,20,52.1,43,375,0.48,180,1825,675,1150,200,2386,37.2,0,CO,NA,0.7,0,,
Crushed,Natural,20,52,43,375,0.48,180,1895,760,1135,180,2454.67,33.6,0,SP,NA,1.25,0,,
Crushed,Natural,20,52,43.1,385,0.51,195,1850,685,1165,90,2432,32.8,0,NA,NA,0,0,,
Crushed,Natural,20,52,43.1,385,0.51,195,1850,685,1165,90,2434,24.8,0,NA,NA,0,0,,
Crushed,Natural,20,52,43.1,385,0.51,195,1850,685,1165,90,2431.67,32.8,42,NA,NA,0,0,,
Crushed,Natural,20,51.8,43,390,0.51,215,1840,715,1125,120,2430.3,30.7,0,NA,NA,0,0,,
Crushed,Natural,20,51.8,43,390,0.51,215,1840,715,1125,120,2430,30.7,41.8,NA,NA,0,0,,
Crushed,Natural,20,51.8,43,360,0.49,185,1905,745,1150,170,2457.3,37,0,SP,NA,0.9,0,,
Crushed,Natural,20,51.8,43,360,0.49,185,1905,745,1150,170,2456,37,50.1,SP,NA,0.9,0,,
Crushed,Natural,40,51.8,43,365,0.44,160,1875,715,1160,150,2405,35.2,47.5,EU,NA,1,0,,
Natural,Natural,0,51.8,43,365,0.44,160,1875,715,1160,150,2406,35.2,0,EU,NA,1,0,,
Natural,Natural,40,51.6,43,350,0.46,160,1890,720,1170,60,2388,27,32.8,NA,NA,0,0,,
Crushed,Natural,20,51.5,43,400,0.42,160,1870,840,1030,210,2445,35.7,0,SP,NA,1,0,,
Crushed,Natural,20,51.5,43,380,0.42,160,1900,855,1045,100,2445,36.6,0,SP,NA,1,0,,
Natural,Natural,20,51.4,43,375,0.44,165,1865,710,1155,200,2404,32.4,40.6,RE,NA,1,0,,
Natural,Natural,20,51.4,43,375,0.44,165,1865,710,1155,200,2403,34.1,0,RE,NA,1.1,0,,
Natural,Natural,40,51,43,375,0.45,170,1855,780,1075,225,2405,31,38,SP,NA,1,0,,
Natural,Natural,40,51,43,375,0.45,170,1855,705,1100,150,2406,35.2,41.4,SP,NA,1,0,,
Natural,Natural,40,51,43,375,0.45,170,1855,705,1100,150,2405,35.2,0,SP,NA,1,0,,
Natural,Natural,40,51,43,375,0.45,170,1855,705,1100,150,2406,31,0,SP,NA,1,0,,
Natural,Natural,40,50.8,43,350,0.46,160,1890,680,1210,80,2405,38.9,44.5,SP,NA,0.75,0,,
Natural,Natural,40,50.8,43,350,0.46,160,1890,680,1210,80,2408,38.9,0,CI,NA,0.75,0,,
Natural,Natural,40,50.5,43,340,0.47,160,1900,760,1140,160,2405,31.5,0,SI,NA,1,0,,
Natural,Natural,40,50.5,43,340,0.47,160,1900,760,1140,160,2407,31.5,37.5,SI,NA,1,0,,
Crushed,Natural,20,50.1,43,380,0.45,180,1880,695,1120,200,2453,27.7,34.4,RE,NA,1.5,0,,
Crushed,Natural,20,50.1,43,375,0.48,180,1895,700,1125,200,2458,33.5,42.5,RE,NA,1.5,0,,
Crushed,Natural,20,50.1,43,380,0.47,180,1880,695,1125,200,2463,0,0,RE,NA,1.5,0,,
Crushed,Natural,20,50.1,43,375,0.51,190,1855,755,1130,100,2455,34.1,0,NA,NA,0,0,,
Crushed,Natural,20,50.1,43,375,0.51,190,1855,755,1130,100,2454,24.5,0,NA,NA,0,0,,
Crushed,Natural,20,50.1,43,380,0.45,180,1880,695,1135,200,2461,34.4,43,NA,NA,0,0,,
Crushed,Natural,20,50.1,43,380,0.45,180,1880,695,1185,200,2462,0,0,RE,NA,1.5,0,,
Crushed,Natural,20,50.1,43,375,0.48,180,1895,700,1195,200,2454,33.5,0,RE,NA,0.75,0,,
Natural,Natural,20,50,43,360,0.47,170,1870,748,1122,190,2405,37.8,0,NA,NA,0,0,,
Natural,Natural,20,50,43,360,0.47,170,1870,748,1122,190,2405,37.8,46.4,NA,NA,0,0,,
Natural,Natural,20,50,43,350,0.46,160,1890,715,1175,220,2403,28.1,31.4,SD,NA,1,0,,
Natural,Natural,20,50,43,350,0.46,160,1890,715,1175,220,2405,31.4,39.4,SD,NA,1,0,,
Crushed,Natural,20,49.5,43,400,0.45,180,1845,590,1255,170,2433,35.7,0,SP,NA,1,0,,
Crushed,Natural,20,49.5,43,400,0.45,180,1845,590,1255,170,2442,35.7,49,SP,NA,1,0,,
Crushed,Natural,20,49.2,43,375,0.49,185,1900,760,1110,175,2464,28.3,40,EU,NA,1,0,,
Crushed,Natural,20,49.2,43,375,0.49,185,1900,760,1140,175,2465,28.3,0,EU,NA,1,0,,
Crushed,Natural,20,49.2,43,375,0.49,185,1900,760,1140,175,2465,28.3,40,EU,NA,1,0,,
Natural,Natural,20,49.2,43,365,0.47,170,1865,655,1210,160,2403,33.2,0,SP,NA,1,0,,
Natural,Natural,20,49.2,43,365,0.47,170,1865,655,1210,160,2403,33.2,41.7,SP,NA,1,0,,
Crushed,Natural,40,49.1,43,375,0.49,185,1890,720,1170,175,2454,33.3,0,SP,NA,1,0,,
Crushed,Natural,40,49.1,43,375,0.49,185,1890,720,1170,175,2455,33.3,42.8,SP,NA,1,0,,
Natural,Natural,40,49,43,360,0.47,170,1870,730,1140,230,2407,41.8,0,SP,NA,1,0,,
Natural,Natural,40,49,43,360,0.47,170,1870,730,1140,230,2406,41.8,46.5,SP,NA,1,0,,
Natural,Natural,40,49,43,370,0.46,170,1860,645,1215,120,2405,24.4,32.8,EU,NA,1,0,,
Crushed,Natural,20,48.9,43,365,0.51,185,1900,780,1128,170,2456,28.9,0,SP,NA,1,0,,
Crushed,Natural,20,48.9,43,365,0.51,185,1900,780,1128,170,2455,28.9,40.1,SP,NA,1,0,,
Natural,Natural,20,48.5,43,350,0.48,180,1870,730,1140,205,2404,32.8,0,SP,NA,1,0,,
Natural,Natural,20,48.5,43,350,0.48,180,1870,730,1140,205,2407,32.8,40.4,SP,NA,1,0,,
Natural,Natural,40,48.5,43,365,0.44,160,1875,695,1180,130,2406,38.4,0,RE,RH,0.75,0,,
Natural,Natural,40,48.5,43,365,0.44,160,1875,695,1180,130,2404,38.4,45.6,RE,NA,0.75,0,,
Natural,Natural,40,48.4,43,350,0.48,168,1870,730,1140,0,2406,37.9,46,SP,NA,1,0,,
Crushed,Natural,20,48.3,43,375,0.51,190,1885,715,1170,170,2455,20.7,0,SP,NA,1,0,,
Crushed,Natural,20,48.3,43,375,0.51,190,1885,715,1170,170,2455,20.7,29.8,SP,NA,1,0,,
Natural,Natural,20,48.3,43,365,0.46,170,1865,650,1215,190,2404,32.9,41.2,SP,NA,0.75,0,,
Natural,Natural,20,48.3,43,365,0.47,170,1865,650,1215,190,2404,32.9,0,SP,NA,0.75,0,,
Crushed,Natural,40,48.1,43,375,0.49,185,1890,760,1130,200,2454,35.7,0,SP,NA,1,0,,
Crushed,Natural,40,48.1,43,375,0.45,190,1855,685,1170,200,2447,36.9,50.4,SP,NA,1,0,,
Natural,Natural,40,48.1,43,375,0.45,190,1855,685,1170,200,2403,33.7,41.1,SP,NA,1,0,,
Natural,Natural,20,48,43,400,0.45,180,1805,725,1080,230,2385,34.5,45.5,RE,NA,1.25,0,,
Natural,Natural,20,48,43,400,0.45,180,1805,725,1080,230,2389,30.3,0,RE,NA,1.25,0,,
Natural,Natural,20,48,43,400,0.45,180,1305,725,1080,230,2386,30.3,34.5,RE,NA,1.25,0,,
Natural,Natural,40,47.2,43,375,0.48,180,1825,600,1225,110,2386,28,0,NA,NA,0,0,,
Crushed,Natural,20,47.1,43,370,0.51,190,1890,815,1075,170,2457,37.6,0,SP,NA,1,0,,
Crushed,Natural,20,47.1,43,370,0.51,185,1900,815,1085,175,2453,38.5,0,SP,NA,1,0,,
Crushed,Natural,20,47,43,365,0.49,180,1905,740,1065,150,2454,39.8,0,NA,NA,1,0,,
Crushed,Natural,20,47,43,365,0.49,180,1905,740,1165,150,2465,39.8,48.9,NA,NA,1,0,,
Natural,Natural,40,47,43,375,0.44,165,1865,655,1210,170,2402.5,32.2,0,RE,NA,0.75,0,,
Natural,Natural,40,47,43,375,0.44,165,1865,655,1210,170,2403,32.2,38.3,RE,NA,0.75,0,,
Natural,Natural,20,46.6,43,315,0.49,165,1940,735,1205,130,2418.67,32.7,0,CO,NA,1.5,0,,
Crushed,Natural,20,46.5,43,400,0.44,175,1875,750,1120,185,2459,0,0,SP,NA,1,0,,
Crushed,Natural,20,46.5,43,400,0.44,175,1875,750,1120,185,2451,31.4,0,SP,NA,1,0,,
Crushed,Natural,20,46.5,43,400,0.44,175,1875,750,1125,185,2453,31.4,41.6,SP,NA,1,0,,
Crushed,Natural,20,46.5,43,375,0.6,225,1895,760,1130,160,2455,21,31.9,NA,NA,0,0,,
Crushed,Natural,20,46.5,43,375,0.6,225,1895,760,1134,160,2455,21,0,NA,NA,0,0,,
Natural,Natural,20,46.2,43,385,0.47,180,1815,635,1180,110,2385,29.4,0,NA,NA,0,0,,
Natural,Natural,40,46.2,43,385,0.47,180,1815,635,1180,110,2384,29.4,39.4,NA,NA,0,0,,
Natural,Natural,40,46.2,43,375,0.45,170,1855,665,1190,200,2402,35.3,0,SP,NA,1,0,,
Natural,Natural,40,46.2,43,375,0.45,170,1855,655,1190,200,2405,35.3,40.8,SP,NA,1,0,,
Crushed,Natural,40,46.1,43,375,0.48,180,1845,665,1180,120,2405,26.3,0,NA,NA,0,0,,
Crushed,Natural,40,46.1,43,375,0.48,180,1845,665,1180,120,2406,26.3,33,NA,NA,0,0,,
Crushed,Natural,20,45.8,43,375,0.51,190,1885,755,1130,110,2455,29.1,30.4,NA,NA,0,0,,
Crushed,Natural,20,45.8,43,375,0.51,190,1885,755,1130,110,2453,29.1,0,NA,NA,0,0,,
Crushed,Natural,20,45.6,43,365,0.51,185,1900,700,1200,160,2455,36.8,47.2,SP,NA,1,0,,
Crushed,Natural,20,45.6,43,365,0.51,185,1900,700,1200,160,2455,36.8,0,SP,NA,1,0,,
Natural,Natural,20,45.6,43,350,0.47,165,1885,680,1205,200,2404,31.1,45.5,SP,NA,1,0,,
Natural,Natural,20,45.6,43,350,0.47,165,1885,680,1205,200,2401,31.3,0,SP,NA,1,0,,
Crushed,Natural,20,44.5,43,375,0.49,185,1890,760,1130,120,2453.3,24.7,0,NA,NA,0,0,,
Crushed,Natural,20,44.5,43,375,0.49,185,1890,760,1130,120,2453,24.7,37.2,NA,NA,0,0,,
Natural,Natural,20,44.4,43,385,0.47,180,1825,730,1095,230,2395,39.2,0,SP,NA,1,0,,
Natural,Natural,40,44,43,350,0.48,168,1882,755,1127,195,2405,39.1,0,SP,NA,1,0,,
Natural,Natural,40,44,43,350,0.48,168,1882,755,1127,195,2404,39.1,48.5,SP,NA,1,0,,
Crushed,Natural,20,44,43,375,0.49,185,1890,755,1135,105,2454,27.4,36.4,NA,NA,0,0,,
Crushed,Natural,40,44,43,375,0.49,185,1890,755,1135,105,2452.5,27.4,0,NA,NA,0,0,,
Natural,Natural,40,44,43,375,0.47,175,1850,630,1220,150,2406,24.8,0,NA,NA,0,0,,
Crushed,Natural,20,43.9,43,375,0.51,190,1885,700,1185,140,2455,31.9,41.9,NA,NA,0,0,,
Crushed,Natural,20,43.9,43,375,0.51,190,1885,700,1185,140,2456,31.9,0,NA,NA,0,0,,
Natural,Natural,40,43.7,43,375,0.47,175,1830,660,1170,115,2387.67,26.9,0,NA,NA,0,0,,
Natural,Natural,40,43.7,43,375,0.47,175,1830,660,1170,115,2387,26.9,37.2,NA,NA,0,0,,
Crushed,Natural,20,43.6,43,375,0.51,190,1875,700,1175,100,2445,24.6,0,NA,NA,0,0,,
Crushed,Natural,20,43.6,43,375,0.44,190,1855,700,1185,150,2454,32,46.6,NA,NA,0,0,,
Crushed,Natural,20,43.6,43,375,0.44,190,1885,700,1185,150,2456,32,0,NA,NA,0,0,,
Natural,Natural,40,43.6,43,365,0.47,170,1865,655,1210,200,2405,36.4,0,EU,NA,0.75,0,,
Natural,Natural,40,43.6,43,365,0.47,170,1865,655,1210,200,2405,36.4,43.4,EU,NA,0.75,0,,
Crushed,Natural,20,43.5,43,365,0.45,165,1940,815,1125,140,2478,37.4,0,SP,NA,1,0,,
Crushed,Natural,20,43.5,43,365,0.45,165,1940,815,1125,140,2481,37.4,48.6,SP,NA,1,0,,
Natural,Natural,40,43.4,43,400,0.45,180,1820,800,1020,200,2403,39.4,0,SP,NA,3,0,,
Natural,Natural,40,43.4,43,400,0.45,180,1820,800,1020,200,2405,39.4,44.4,SP,NA,3,0,,
Crushed,Natural,20,43,43,375,0.49,185,1880,695,1175,170,2445,38.3,0,SP,NA,1,0,,
Natural,Natural,40,43,43,375,0.47,175,1850,670,1180,100,2397,31.1,0,NA,NA,0,0,,
Crushed,Natural,20,43,43,375,0.49,185,1880,695,1185,170,2444,38.3,50.6,SP,NA,1,0,,
Crushed,Natural,20,43,43,360,0.5,180,1910,710,1200,120,2456,34.7,0,EU,NA,1,0,,
Crushed,Natural,20,43,43,360,0.5,180,1910,710,1200,130,2454.3,31.1,0,EU,NA,1,0,,
Crushed,Natural,20,43,43,360,0.5,180,1910,710,1200,120,2455,34.7,47.4,EU,NA,1,0,,
Crushed,Natural,20,43,43,360,0.5,180,1910,710,1200,130,2455,31.1,44.8,EU,NA,1,0,,
Crushed,Natural,20,42.9,43,365,0.52,190,1870,820,1050,160,2428,29.6,0,RE,NA,1.25,0,,
Crushed,Natural,20,42.9,43,365,0.52,190,1870,820,1050,160,2429.5,29.6,41.5,RE,NA,1.25,0,,
Crushed,Natural,20,42.9,43,400,0.47,190,1860,800,1060,0,0,0,0,S.,NA,1.25,0,,
Crushed,Natural,20,42.9,43,400,0.47,190,1860,800,1060,200,2452,38.2,0,S.,NA,1.25,0,,
Crushed,Natural,20,42.9,43,400,0.47,190,1860,800,1060,200,2454.1,38.2,47.8,S.,NA,1.25,0,,
Natural,Natural,20,42.9,40.4,400,0.4,160,1840,735,1105,160,2443,30.2,0,SP,NA,0.75,0,,
Natural,Natural,20,42.9,43,400,0.4,160,1840,735,1105,160,2443,30.2,38.3,SP,NA,0.75,0,,
Crushed,Natural,20,42.9,43,365,0.49,180,1895,780,1115,220,2442,35.9,0,RE,NA,1.25,0,,
Natural,Natural,40,42.9,43,365,0.47,165,1885,700,1185,205,2402,34.6,0,RE,NA,1,0,,
Natural,Natural,40,42.9,43,350,0.47,165,1885,700,1185,205,2403,34.6,42.2,RE,NA,1,0,,
Natural,Natural,40,42.7,43,375,0.48,180,1825,600,1225,120,2382,32.5,0,NA,NA,0,0,,
Natural,Natural,40,42.6,43,375,0.48,180,1835,680,1150,140,2393,32.8,0,NA,NA,0,0,,
Natural,Natural,20,42.6,43,385,0.47,180,1815,655,1160,95,2383,25.9,33.9,NA,NA,0,0,,
Natural,Natural,20,42.6,43,385,0.47,180,1815,655,1160,95,2386,25.9,0,NA,NA,0,0,,
Natural,Natural,40,42.6,43.1,365,0.48,175,1850,685,1165,80,2395,29.1,40.7,NA,NA,0,0,,
Natural,Natural,40,42.6,43,360,0.44,160,1880,700,1180,165,2407,30.6,0,JY,NA,4.5,0,,
Natural,Natural,40,42.6,43,360,0.44,160,1880,700,1180,165,2405,30.6,38.9,JY,NA,1.25,0,,
Natural,Natural,40,42.4,43,375,0.48,180,1845,665,1180,130,2405,27.5,0,NA,NA,0,0,,
Crushed,Natural,20,42.3,43,375,0.48,190,1860,705,1155,130,2425,30.2,0,NA,NA,0,0,,
Crushed,Natural,20,42.3,43,375,0.51,190,1875,715,1160,195,2447,41.9,0,KE,NA,1,0,,
Crushed,Natural,20,42.3,43,375,0.51,190,1875,715,1160,195,2447,41.9,50.3,KE,NA,1,0,,
Natural,Natural,40,42.2,43,375,0.48,180,1845,665,1180,130,2405,27.5,35.3,NA,NA,0,0,,
Crushed,Natural,20,42.1,43,365,0.52,190,1885,735,1150,200,2445.1,37.9,48.7,RH,NA,1.25,0,,
Natural,Natural,40,42.1,43,375,0.48,180,1825,640,1185,140,2385.5,30.3,0,NA,NA,0,0,,
Natural,Natural,40,42.1,43,375,0.48,180,1825,640,1185,140,2383,30.3,39.9,NA,NA,0,0,,
Crushed,Natural,20,42.1,43,365,0.52,190,1885,735,1250,200,2445,37.9,0,RH,NA,1.25,0,,
Crushed,Natural,20,42,43,375,0.51,190,1875,750,1125,130,2444,26.9,0,NA,NA,0,0,,
Natural,Natural,20,42,43,365,0.44,160,1875,695,1180,195,2401.3,27.7,0,RE,NA,0.75,0,,
Natural,Natural,20,42,43,365,0.44,160,1875,695,1180,195,2404,27.7,35,RE,NA,0.75,0,,
Crushed,Natural,20,41.9,43,375,0.48,185,1895,795,1100,180,2455,44.2,0,NA,NA,1.4,0,,
Crushed,Natural,20,41.9,43,375,0.48,185,1895,795,1100,180,2455,44.2,49.1,DO,NA,0,0,,
Natural,Natural,20,41.9,43,360,0.46,170,1885,750,1135,150,2414,41.2,0,NA,NA,1.2,0,,
Natural,Natural,20,41.9,43,360,0.46,170,1885,750,1135,150,2414,41.2,46.6,DO,NA,0,0,,
Crushed,Natural,20,41.6,43,375,0.49,185,1890,720,1170,175,2455,24.8,0,NA,NA,0,0,,
Crushed,Natural,20,41.6,43,375,0.49,185,1890,720,1170,175,2454,24.8,32.7,NA,NA,0,0,,
Natural,Natural,40,41.6,43,375,0.48,180,1905,665,1180,100,2405,27.8,0,NA,NA,0,0,,
Natural,Natural,40,41.6,43,375,0.48,180,1905,665,1180,100,2403,27.8,36.3,NA,NA,0,0,,
Crushed,Natural,20,41.4,43,375,0.49,185,1890,830,1160,150,2455,36.3,0,RE,NA,1.25,0,,
Crushed,Natural,20,41.4,43,375,0.49,185,1890,830,1160,180,2452.67,33.4,0,TR,NA,1.25,0,,
Crushed,Natural,20,41.4,43,375,0.49,185,1890,830,1160,150,2456,36.3,45.2,RE,NA,1.25,0,,
Natural,Natural,40,41.4,43,375,0.48,180,1845,665,1180,120,2405,27.5,32.9,NA,NA,0,0,,
Crushed,Natural,20,41,43,360,0.51,185,1855,795,1100,80,2442,33.9,41.7,NA,NA,0,0,,
Natural,Natural,40,41,43,375,0.43,160,1865,675,1190,140,2403.3,29.2,0,SP,NA,1,0,,
Natural,Natural,40,41,43,375,0.43,160,1865,675,1190,130,2406.3,28.8,0,SP,NA,0.75,0,,
Natural,Natural,40,41,43,375,0.43,160,1865,675,1190,140,2405,29.2,37.7,SP,NA,1,0,,
Natural,Natural,40,41,43,375,0.43,160,1865,675,1190,130,2406,28.8,35.7,SP,NA,1,0,,
Natural,Natural,40,41,43,360,0.46,165,1875,675,1200,135,2409,25.8,0,RE,NA,1,0,,
Crushed,Natural,20,40.7,43,375,0.51,190,1885,755,1130,100,2456,24.6,0,NA,NA,0,0,,
Natural,Natural,20,40.4,43,350,0.46,160,1890,755,1135,170,2415,33.6,43.3,TY,NA,1,0,,
Crushed,Natural,20,40.3,43,375,0.49,185,1890,755,1135,0,2455,32,0,SP,NA,1,0,,
Crushed,Natural,20,40.3,43,375,0.49,185,1890,755,1136,120,2453,32,40.8,SP,NA,1,0,,
Crushed,Natural,20,39.7,43,375,0.49,185,1890,690,1200,100,2454,33.1,0,NA,NA,0,0,,
Crushed,Natural,20,39.7,43,375,0.49,185,1890,690,1200,100,2454,33.1,44.5,NA,NA,0,0,,
Natural,Natural,40,39.4,43,350,0.48,168,1882,755,1127,180,2407,34.1,0,SP,NA,1,0,,
Natural,Natural,40,39.4,43,350,0.48,168,1882,755,1127,180,2407,34.1,45.9,SP,NA,1,0,,
Natural,Natural,40,39,43,375,0.48,180,1845,665,1180,100,2403,27.8,0,NA,NA,0,0,,
Natural,Natural,40,39,43,375,0.44,165,1860,630,1230,130,2405,32.6,0,EU,NA,0,0,,
Natural,Natural,40,39,43,375,0.44,165,1860,630,1230,130,2403.5,32.6,38.4,EU,NA,1,0,,
Crushed,Natural,20,38.7,43,385,0.49,190,1890,815,1075,170,2463,34,0,CA,NA,1.4,0,,
Crushed,Natural,20,38.7,43,385,0.49,190,1890,815,1075,170,2466,34,43.6,CA,NA,1.4,0,,
Natural,Natural,40,38.6,43,365,0.48,175,1860,750,1110,150,2404,26.1,0,CA,NA,0.3,0,,
Natural,Natural,40,38.6,43,365,0.48,175,1860,750,1110,150,2402,26.1,42.2,CC,NA,0,0,,
Natural,Natural,40,38.5,43,375,0.48,180,1845,645,1200,90,2402,31.7,0,NA,NA,0,0,,
Natural,Natural,40,38.5,43,375,0.48,180,1845,645,1200,90,2405,31.7,38.9,NA,NA,0,0,,
Crushed,Natural,20,38.3,43,375,0.49,185,1890,755,1135,130,2454,30.5,0,NA,NA,0,0,,
Crushed,Natural,20,38.3,43,375,0.49,185,1890,755,1135,130,2455,30.5,38.2,NA,NA,0,0,,
Natural,Natural,40,38,43,350,0.46,160,1890,710,1180,150,2400,33.5,0,SP,NA,0.75,0,,
Natural,Natural,40,38,43,350,0.46,160,1890,710,1180,150,2401,33.5,41.8,SP,NA,0.75,0,,
Natural,Natural,20,37.9,43,400,0.44,175,1825,805,1020,175,2411,28,0,SP,NA,1.25,0,,
